,0,1,2,3,4,5,6,7,8,9,10,11,class
0,-0.24415535503810668,-0.10791929234445971,-0.2249155111585568,-0.3480643493578919,-0.29563127467536116,-0.23176337203169692,-0.27595965610882994,-0.12094238447911715,-0.31549556408448226,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
1,-0.2218034317085964,0.04654658125262632,-0.11887984435811878,-0.1887448410339252,-0.2257596677278916,-0.18431764634869718,-0.3362854649482958,0.00975499094012602,-0.25623264779969085,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
2,-0.324117496495773,-0.25153641933844745,-0.36538657032414784,-0.3714477180152021,-0.30402574335456245,-0.3426088595626958,-0.3928109174896386,-0.06712041540274576,-0.33667965138846073,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
3,-0.28067560615817905,-0.22776245575438678,-0.11289374789963073,0.07651471522856683,-0.2699540763625102,-0.3240250372166525,-0.3434838439058375,0.004611594577878935,-0.2935359561215349,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
4,-0.2023935874575393,0.238919881615855,0.001482575847688895,-0.07589925799710402,-0.22744695593241107,-0.19914788721899723,-0.30301809600360124,0.018710011392252673,-0.25829266562610037,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
5,-0.3227486562980316,-0.31660201028788637,-0.421432697428471,-0.37757425158928765,-0.2848905520003231,-0.3227136505077053,-0.4034044106706566,0.043600375930984155,-0.32981922958039955,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
6,-0.33861909547849367,-0.38596609769981427,-0.4978404671552772,-0.46897488743977483,-0.292359160163436,-0.3516879772039013,-0.40766706286183063,0.03887028820498905,-0.3104603101138341,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
7,-0.3103124591613791,-0.2308447164715287,-0.45218935118046644,-0.48646035701698626,-0.2921747287486312,-0.29224845419570583,-0.40393083757623843,0.0357015886603904,-0.3392031460351006,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
8,-0.3537071217396712,-0.49560263863736026,-0.5504857252107666,-0.5152359057905075,-0.3024591873613409,-0.35811517463037257,-0.4160276528219718,-0.0030116536018801555,-0.33418885373531837,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
9,-0.19813219040668562,-0.11160178278020298,-0.2468253003087518,-0.24142241042020318,-0.186404423390695,-0.17754594693250925,-0.3425870761569182,0.4327074953713381,-0.3353372888516657,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
10,0.2508756928669581,2.0831219608607214,1.4912574011443913,1.0580247906788947,0.04261643386892603,0.3796619150610016,-0.0840028839077173,-0.021518695869608553,-0.34217515758490086,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
11,-0.24587620456732473,-0.09956474355852232,-0.2824977274576292,-0.32099605295497435,-0.22872242137937443,-0.24381655869481464,-0.3680116536870908,-0.02014100041543522,-0.30291311358177125,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
12,-0.3212111728464269,-0.4100213986864383,-0.48021044273891916,-0.4572798886258459,-0.28501474075754774,-0.28830377492414,-0.3898249232553991,0.022567558663937996,-0.1133957670323914,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
13,-0.35992618597418313,-0.5395033568685421,-0.5932391433871167,-0.5485236149270023,-0.35004837640973235,-0.35536332254075853,-0.4158842825822422,0.0817625400115854,-0.2590671888563481,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
14,-0.3400990260736212,-0.47056725985480924,-0.5451001039667789,-0.4846281290545871,-0.2936803013958597,-0.34529409040239,-0.41324549147336503,-0.002322805874793497,-0.3325888888622438,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
15,-0.33861087364185405,-0.4667674407315043,-0.5203990484959886,-0.46816569810360986,-0.29054521424031565,-0.3326814167292552,-0.4042022915975329,-0.09752156175817056,-0.3464904420464526,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
16,-0.2671000154276809,-0.24921661258817743,-0.3701919746763079,-0.3497215919948052,-0.2341541364070929,-0.2961931334672716,-0.3713078810885241,0.20387228043314817,-0.3340644159493946,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
17,-0.34072063516467543,-0.4497923765045898,-0.5153998503747751,-0.47591132523900603,-0.29381263772562594,-0.3468487323330838,-0.4065965645392828,0.002223589123978499,-0.33660666710235065,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
18,-0.3493566229243047,-0.5269891372957685,-0.5807883821888972,-0.5299191080485132,-0.29370548480189734,-0.35284311078392483,-0.41618989507362764,0.011454148666939798,-0.3022824048444415,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
19,-0.0076341475222452835,0.0038937707760712302,-0.18091814040949383,-0.18532962140373718,-0.03811860313398047,-0.16514212211191903,-0.2815341583318421,-0.006226276328284587,-0.3373241453546991,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
20,-0.33446553833147097,-0.3809405121565764,-0.46984796011515684,-0.449649553586053,-0.3002176173278565,-0.3443699397086015,-0.3778665980344582,-0.034836418593284076,-0.34445066596365137,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
21,0.17668795760733466,1.5938536280765048,1.0029541970426683,0.38804383601460535,-0.02552690011517854,0.12172372047028254,-0.11856479769039238,-0.08176991039878884,-0.31823266790370025,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
22,-0.25142116416147187,0.552536178427338,0.3146094469939393,-0.06194628233785752,-0.38155113056836254,-0.14541872575409004,-0.1640818201895956,-0.022529005869335657,-0.33490529233992866,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
23,-0.35165739874486923,-0.41089558460430664,-0.511737163164378,-0.48478403984227164,-0.3038109437148299,-0.3482900743091442,-0.4032216154716741,0.013979923666257572,-0.13345495105797706,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
24,-0.34537744519624275,-0.4853586640318149,-0.5562387382731634,-0.5116858321026099,-0.29265173208651996,-0.3480965658759891,-0.4128537736258506,0.047825308657115706,-0.2752725771165287,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
25,-0.31363886130135765,-0.40644707126822943,-0.49631105143765064,-0.4741292044951583,-0.26938103042708583,-0.30409366860167264,-0.3940639201675746,0.06564350319775741,-0.33829525227830476,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
26,-0.31069487016787206,0.2532324403680278,0.019160967322442927,-0.08703238656721203,-0.6835051068819854,-0.32709312109453703,-0.32869929453176194,0.06720489137915386,-0.3405609577757356,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
27,-0.12713758705127792,1.1927947302894426,0.702459917595454,0.1211302866105665,-0.5667232337860381,-0.1750038202908335,-0.15603514741550856,-0.0063640458737019255,-0.33512327465557473,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
28,-0.2215931056550253,-0.0972124919585982,-0.17184070905119259,-0.07055744505907377,-0.2462520471506477,-0.2552122988126714,-0.3476526020900031,-0.3269078548780299,-0.24832993020989608,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
29,0.29638260263961375,1.1422618769531416,1.0655571719275045,0.555782786833165,-0.00034349407757467624,0.30274066926546855,0.010957549612984644,-0.4039210307663191,-0.2550643722159103,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
30,-0.33778046814125473,-0.5139893782727257,-0.565711732788572,-0.5132530312229175,-0.28433478879453244,-0.336477513081592,-0.4056131738732111,-0.17627981855507924,-0.2788294407289223,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
31,-0.273295073732866,-0.35109344050213237,-0.44721241467712197,-0.42023889094315003,-0.2350182728887754,-0.631907254362363,-0.3790443206954174,0.0560455582003499,-0.18151147851212587,-0.7071067811865475,-0.7669649888473703,1.5411035007422444,0
